osm_id,lat,lon,name,amenity,historic,railway,aeroway,highway,tourism,leisure,religion,place,craft,shop,cuisine,diet_gluten_free,diet_gluten_free_only,diet_vegetarian,opening_hours,phone,website,wikipedia,wikidata,wikimedia_commons,image,country_code,macro_categoria,sotto_categoria,is_gemma,descrizione_ai,audio_guide_url
7747015789,44.1133246,10.0733881,La Luna ripiena Arci a km 0,restaurant,,,,,,,,,,,,,,,"Fr-Su 12:00-12:00, 23:00-23:00",+39 320 8133132,,,,,,IT,locali,ristorante,false,"Orari: Fr-Su 12:00-12:00, 23:00-23:00. ",
7944905457,44.0719078,10.0923437,Monumento al Tecchiaiolo,,,,,,artwork,,,,,,,,,,,,http://www.cadinellarete.it/tmp3/hs5rzh45ouug4b55m3uavxff/861233.merge.pdf,,,,,IT,monumenti,arte,false,Web: http://www.cadinellarete.it/tmp3/hs5rzh45ouug4b55m3uavxff/861233.merge.pdf. ,
8081533672,44.083597,10.1143387,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
8792984831,44.0843639,10.0932257,,toilets,,,,,,,,,,,,,,,,,,,,,,IT,utilita,bagni,false,,
8928276802,44.0785814,10.0966721,Statua di Giuseppe Garibaldi,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
9026440238,44.0903541,10.1340803,,toilets,,,,,,,,,,,,,,,,,,,,,,IT,utilita,bagni,false,,
9043591458,44.0560233,10.142458,L'Aquila,restaurant,,,,,,,,,,,grill,,,,,,,,,,,IT,locali,ristorante,false,,
9197072322,44.1110649,10.0750774,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
9207673452,44.0784984,10.094828,Trattoria dalla Nerina,restaurant,,,,,,,,,,,italian,,,,,,,,,,,IT,locali,ristorante,false,,
9238170943,44.0871978,10.0531092,Monumento a Don Luigi Orione,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
9376224052,44.0787257,10.0973679,Beviamoci su,,,,,,,,,,,wine,,,,,,,,,,,,IT,esperienze_locali,gastronomia,false,,
9387748977,44.0831285,10.1427656,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
9387748978,44.0831269,10.1428608,,toilets,,,,,,,,,,,,,,,,,,,,,,IT,utilita,bagni,false,,
9537803671,44.0592201,10.0896297,Statua dedicata alla Madonna,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
9537803685,44.0694587,10.0822657,SERD,hospital,,,,,,,,,,,,,,,,,,,,,,IT,utilita,ospedale,false,,
9537803686,44.0671145,10.0830698,Pizzeria Old Bridge,restaurant,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
9985802512,44.0818826,10.1085555,Locomotiva a vapore FMC nº 05,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
10270083061,44.0811675,10.09954,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10270093053,44.0793594,10.0987609,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10270097918,44.0807865,10.1012862,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10271707631,44.070298,10.0766749,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10271718545,44.0616978,10.0748195,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10548512018,44.1195437,10.1245276,Madonnina,,wayside_shrine,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
10656086590,44.0747804,10.0954875,Bar Giardino,cafe,,,,,,,,,,,coffee_shop;sandwich;dessert,,,,Mo-Th 06:00-22:00; Fr 06:00-23:00; Sa 08:00-14:00,+390585621280,,,,,,IT,locali,bar_caffe,false,Orari: Mo-Th 06:00-22:00; Fr 06:00-23:00; Sa 08:00-14:00. ,
10688295264,44.0763977,10.0984617,Panificio del Politeama,bar,,,,,,,,,,bakery,,,,,,+39 0585 28 43 45,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 28 43 45. ,
10723812436,44.092736,10.1026797,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10723812437,44.0923714,10.1033741,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10723812438,44.0926227,10.1039129,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10723812439,44.0912416,10.1040517,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10723812440,44.0897849,10.104284,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
10724081257,44.103912,10.1108022,Vecchia Lizza,,ruins,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
11013749530,44.0759253,10.096699,MAAG - Zavaglia & Brizzi Fotografi,,,,,,,,,,photographer,,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
11084268732,44.0919507,10.1038878,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11084268733,44.0912541,10.1041548,,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
11104380597,44.0790646,10.1016627,Pitstop da Vincè,fast_food,,,,,,,,,,,,,,,,+39 337 046 9022,,,,,,IT,locali,ristorante,false,Tel: +39 337 046 9022. ,
11245422511,44.113757,10.072035,monumento ai caduti,,monument,,,,,,,,,,,,,,,,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0900959896,,,,,IT,monumenti,monumento,false,Monumento ai caduti nella prima guerra mondiale,
11358014448,44.0760727,10.1010766,Osteria Vittorio,restaurant,,,,,,,,,,,italian,,,,,,,,,,,IT,locali,ristorante,false,,
11370584372,44.0754471,10.0656644,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11370584375,44.0757543,10.0653985,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11423022490,44.0743598,10.0938222,Fontana del Boccalone,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11539874134,44.1037094,10.0774837,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11539874144,44.0997397,10.085212,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
11740629826,44.0766659,10.0786256,Madonna della Salute del Monte,,wayside_shrine,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
11818156694,44.0775927,10.1005518,Yi Fan,restaurant,,,,,,,,,,,,,,,,+39 375 82 78 297,,,,,,IT,locali,ristorante,false,Tel: +39 375 82 78 297. ,
13077516189,44.0979909,10.0865405,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
13372048667,44.052805,10.0690105,Alma Farmacie Carrara,pharmacy,,,,,,,,,,,,,,,,,,,,,,IT,utilita,farmacia,false,,
13673050380,44.0544985,10.0617304,,toilets,,,,,,,,,,,,,,,,,,,,,,IT,utilita,bagni,false,,
13860536524,44.0523348,10.0707498,Mc Donalds,fast_food,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
24523479,44.0857987,10.1222051,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
24523480,44.0848775,10.1166336,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
27690339,44.0806357,10.1050178,Centro Polispecialistico Monterosso,hospital,,,,,,,,,,,,,,,,,,,,,,IT,utilita,ospedale,false,,
163204229,44.0657554,10.0736345,Museo Civico del Marmo,,,,,,museum,,,,,,,,,,,+39 0585 845746,,,Q3328406,,,IT,monumenti,museo,true,Tel: +39 0585 845746. ,
175146099,44.0902474,10.1335008,Cava Museo Fantiscritti,,,,,,museum,,,,,,,,,,Mo-Su 10:00-18:00,+39058570981,https://cavamuseo.com/,,,,,IT,monumenti,museo,false,Orari: Mo-Su 10:00-18:00. ,
175662560,44.0862969,10.1271492,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
176061139,44.0710878,10.0649407,Chiesa di Santa Lucia,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
176063731,44.087038,10.0538099,Santuario Beata Vergine Addolorata del Mirteto,place_of_worship,,,,,,,christian,,,,,,,,,,,it:Santuario di Nostra Signora del Mirteto,Q3949920,,,IT,monumenti,chiesa,true,,
206085995,44.0892199,10.05419,Chiesa di San Lorenzo,place_of_worship,,,,,,,christian,,,,,,,,,,,it:Chiesa di San Lorenzo (Ortonovo),Q3670875,,,IT,monumenti,chiesa,true,,
236563728,44.0528673,10.0669182,Via dei Ferrovieri,,yes,abandoned,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
257159111,44.0799634,10.099443,Insigne Collegiata Abbazia Mitrata di Sant'Andrea Apostolo,place_of_worship,,,,,,,christian,,,,,,,,,,,it:Duomo di Carrara,Q3716338,,,IT,monumenti,chiesa,true,,
258641055,44.0792589,10.1021683,,hospital,,,,,,,,,,,,,,,,,,,,,,IT,utilita,ospedale,false,,
269053978,44.084913,10.1146365,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
269053981,44.0846673,10.1105802,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
269192941,44.0785348,10.0986957,Chiesa del Carmine,place_of_worship,,,,,,,christian,,,,,,,,,,,it:Chiesa del Carmine (Carrara),Q3668503,,,IT,monumenti,chiesa,true,,
291497813,44.0816488,10.1396578,Tronchino stazione di Tarnone,,railway,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
291497820,44.0854613,10.1365097,Galleria monte Novelli,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
311396321,44.0864816,10.1265486,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
311396370,44.0862493,10.1269468,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
314449202,44.0735103,10.0891684,Ferrovia Avenza-Carrara,,railway,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
320200752,44.0538113,10.1426122,Santa Maria Annunziata,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q55168258,,,IT,monumenti,chiesa,true,,
463987128,44.0713614,10.0791749,San Giovanni,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186684,,,IT,monumenti,chiesa,true,,
464221250,44.055465,10.0744296,Chiesa della Natività di Maria Santissima a Nazzano,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186675,,,IT,monumenti,chiesa,true,,
464519319,44.0690546,10.086168,Chiesa di San Ceccardo,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186682,,,IT,monumenti,chiesa,true,,
464535284,44.0577565,10.0865221,Santi Giovanni e Isidoro,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186690,,,IT,monumenti,chiesa,true,,
464625404,44.0774562,10.1097467,Oratorio di Santa Croce,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186701,,,IT,monumenti,chiesa,true,,
464625895,44.0786467,10.1245071,San Martire Genesio,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186683,,,IT,monumenti,chiesa,true,,
464626275,44.0840957,10.1102579,Ave Maria,place_of_worship,yes,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
465308206,44.084467,10.0940094,CARMI - Villa Fabbricotti,,,,,,museum,,,,,,,,,,,,http://www.musei.carrara.ms.gov.it/parco-della-padula/,,,,,IT,monumenti,museo,false,Web: http://www.musei.carrara.ms.gov.it/parco-della-padula/. ,
465308547,44.0886633,10.0909029,S. Maria Assunta,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
466444753,44.098319,10.087374,Parrocchia San Michele Arcangelo,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
466444981,44.1037489,10.0774038,S. Anna,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
466523511,44.0902466,10.1341202,Il Poggio Bar Ristorante,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
466769727,44.0753059,10.1034704,Chiesa San Francesco,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q3670031,,,IT,monumenti,chiesa,true,,
466770152,44.0751925,10.1032672,mudaC museo delle arti Carrara,,,,,,museum,,,,,,,,,,,,http://www.musei.carrara.ms.gov.it/centro-arti-plastiche/,,Q55674468,,,IT,monumenti,museo,true,Web: http://www.musei.carrara.ms.gov.it/centro-arti-plastiche/. ,
466780993,44.0824654,10.1048357,oratorio della Beata Maria Vergine Addolorata,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186693,,,IT,monumenti,chiesa,true,,
498215469,44.0792084,10.1008826,Pellegrino Rossi,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
505300358,44.060649,10.0833439,Madonna del Cavatore,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q121186672,,,IT,monumenti,chiesa,true,,
523222978,44.0900193,10.1060508,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
523222981,44.0917303,10.1062923,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
553369238,44.0828793,10.1472441,Ferrovia Marmifera,,railway,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
554612561,44.0711192,10.0835381,Ferrovia Avenza-Carrara,,railway,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
554991292,44.0903039,10.1339436,Via Miseglia Fantiscritti,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
554999466,44.0876643,10.1058378,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
554999470,44.0852437,10.1064524,Strada comunale Carriona per Ravaccione,,railway,,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
556438972,44.0797698,10.0995237,Fontana del gigante,,monument,,,,yes,,,,,,,,,,,,,it:Fontana del Gigante (Carrara),Q67021539,,,IT,monumenti,monumento,true,opera di Baccio Bandinelli,
596000729,44.0755998,10.0989008,Ex ferrovia Marmifera di Carrara,,railway,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
598044489,44.0815753,10.106515,Ex ferrovia Marmifera di Carrara,,railway,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
610119349,44.0755279,10.0940598,Raccordo Forti,,railway,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
675172182,44.0517139,10.0663583,Binario FMC per Fiorino,,yes,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
675172183,44.0548572,10.0679527,Tratto FMC Avenza-Fiorino-San Martino,,yes,abandoned,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
700633221,44.1181596,10.1244763,Chiesetta alpina,place_of_worship,,,,,,,christian,,,,,,,,,,,,,,,IT,monumenti,chiesa,false,,
852388270,44.0716527,10.0923725,Chiesa di San Ceccardo ad Acquas,place_of_worship,,,,,,,christian,,,,,,,,,,,,Q85860735,,,IT,monumenti,chiesa,true,,
1017781057,44.083518,10.1430934,Cava Romana,,archaeological_site,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
1204911959,44.0795354,10.077956,Castello di Moneta,,castle,,,,,,,,,,,,,,,,,it:Castello di Moneta,Q30897588,,,IT,monumenti,monumento,true,,
1355381624,44.0932963,10.1066391,Strada comunale ex ferrovia marmifera,,railway,abandoned,,unclassified,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
1504359068,44.0792115,10.1001594,mascheroni wine club,,,,,,,,,,,wine,,,,,,,,,,,,IT,esperienze_locali,gastronomia,false,,
